SizeRank,RegionID,RegionName,RegionType,StateName,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03
2588,398558,Manchester,City,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.919709989,0.950425213,0.974196946,0.980349345,0.950316772,1,0.953481508,0.932510885,0.941463415,1,0.932938031,0.980078933,0.936425017,0.965202262,0.936170213,0.986486486,0.963986904,0.960694859,0.965505347,0.944009382,0.967118824,0.934171368,0.975402884,0.937484371,0.975903614,0.965505347,0.975476733,0.988395358,0.983327776,0.950594121,0.99592068,1,0.984108299,0.979991833,0.950331089,0.983319433,1,0.977981293,1,0.973188963,0.975341243,0.96772111,1,0.978723404,0.97715852,0.93105387,0.962901209,0.962566845,1,0.991898842,1,0.97826087,0.988297999,0.979583503,0.983492063,0.984828547,0.980837461,0.982844889,0.945034965,0.986547085
2589,398549,Foxborough,City,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.987755102,0.998934279,1,0.988421386,0.982722764,1,0.985675696,0.998888642,0.961641546,0.978642876,0.973333333,0.975095019
2590,398149,Susquehanna,City,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.950239746,0.963167037,0.955980436,0.940683044,0.91909628,0.932354687,0.941545704,0.885967419,0.917253557,0.913993901,0.948570952,0.953781513,0.952380952,0.909918107,0.959566305,0.942753167,0.908643096,0.939998126,0.95862069,0.934779497,0.965771812,0.953288847,0.965616564,0.966666667,0.93947387,0.962155228,0.964759307,0.96772111,0.924450264,0.973084886,0.977675135,0.940594393,0.934146941,0.909866027,0.989598639,0.980263158,0.97418678,0.983697666,0.978321678,0.968258202,0.979295102,0.986013986,0.961552094,0.972972973,0.952040086,0.973684211,0.961158807,0.975780976,0.981818182,0.992238806,0.983708135,1,0.970149254,0.989988877,1,0.980653769,0.968601278,0.964789825,0.979574823
2591,7018,Sevierville,City,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90745743,0.956086715,0.913043478,0.914396887,0.884161184,0.959361343,0.916972324,0.904761905,0.937142857,0.927746103,0.964510087,0.955256655,0.893580361,0.959614287,0.882676646,0.944969427,0.944424596,0.917595527,0.931485758,0.940700858,0.925168955,0.917510876,0.90622397,0.884651454,0.903808909,0.952195709,0.960893855,0.960960961,0.978165939,0.941129032,0.941974248,0.973952435,0.944138171,0.948825176,0.935640887,0.970297739,0.955766193,0.936231807,0.964285714,0.990430622,0.994934877,0.951742627,0.9625,0.935897436,0.960841098,0.985995999,0.96280724,0.959799259,0.986198199,0.952151263,0.957354221,0.975569349,0.975170368,0.999473684,0.929943443,0.960052456,0.939678691,0.963949843,0.968689019,0.979166667
2592,12389,Lincoln,City,RI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.929805221,0.962540163,1.005797101,0.96969697,0.981255028,0.977310296,0.92641105,0.999213218,0.965570302,0.98,0.954564402,0.979166667,0.9437751,0.958333333
2593,396645,Scott,City,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.950475238,0.957901159,0.957354221,0.996726082,0.975,0.955051927,0.952380952,0.950673336,0.974196946,0.92677828,0.943977591,0.961904762,0.994203783
2594,32513,Lindenwold,City,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.972122945,0.972229451,0.990931832,0.947206389,0.949474464,0.916089299,0.923787529
2595,46871,Okatie,City,SC,,,,,,,,,,,,,,,0.915331808,0.893939394,0.89431167,0.860158311,0.82745098,0.897655803,0.919724608,0.869068039,0.915820504,0.904522613,0.909022226,0.907890099,0.886611728,0.906040268,0.929728612,0.929242526,0.924116771,0.939220183,0.944168504,0.953622799,0.931719114,0.933589744,0.942583732,0.934529512,0.944173123,0.94567461,0.934561525,0.94488189,0.946819815,0.949581294,0.95410628,0.943281162,0.954653938,0.958989747,0.953307794,0.93378058,0.9527897,0.960893855,0.966547613,0.969162996,0.94582768,0.949019608,0.959349593,0.956382553,0.942285041,0.951526032,0.943079918,0.952380952,0.949474398,0.951154659,0.96116124,0.968657938,0.971223697,0.966861992,0.953260952,0.985147014,0.961145194,0.965764297,0.952159652,0.958106543,0.967741935,0.966628308,0.968468468,0.963493574,0.952683392,0.957264957,0.966211713,0.957336719,0.966386555,0.965060112,0.962413698,0.953432968,0.945262089,0.952380952,0.952277433,0.951290259,0.951683748,0.951585977,0.973473085,0.948831014,0.956330298,0.942079553,0.957967555,0.969411765,0.969606206,0.963135694,0.96069869,0.966386555,0.963672727,0.966988996,0.957930936,0.969994398,0.96858309,0.95781422,0.969529086,0.965386696,0.95655885
2596,19798,Overland,City,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.934033279,0.935720098,0.963043478,0.917686318,0.978626389,0.929235168,0.964844828,0.944559723,0.916666667,0.9175,0.92,0.946118233,0.963793103,0.924281984,0.975243961,0.981818182,0.971428571,0.957081545,0.901086957,0.938657244,0.934272446,0.924551853,0.958655033,0.974968711,0.996124031,0.988461538,1,1,1,0.984167375,0.915319974,0.923619108,0.944206009,0.951803123,0.947331947,0.943367605
2597,30145,Alamo,City,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.953050948,0.939849624,1.02173913,0.969976905,1.020015396,0.993955675,0.962068966,0.969355847,0.945945946,0.984646195,1.00961039,0.966666667,0.972262897,0.939947781,1,0.970645332,1.014925373,0.96702509,0.987437186,0.95755003,0.925333333,0.950247479,0.919969598,0.943943944,0.952364014,0.949150606,0.975975976,0.969214521
2598,41069,Stillwater,City,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.926003526,0.954954955,0.963662639,0.992684383,0.966199822,0.950296968,0.945745571,0.943320587,0.951803577,0.96958563,0.917699911,0.950819672,0.925449871,0.955034224,0.954440002,0.953571501,0.984994229,0.974924181,0.961983139,0.999444136,0.925231308,0.969051955,0.950520887,0.955869373,0.943916762,0.954797877,0.975893884,0.986929848,0.977651271,0.992165317,0.969099678,0.964109115,0.966666667,0.966101695,0.932664779,0.959974984,0.972041057,0.978940887,1,0.985023462,0.983136594,0.978545918,0.991315187,0.997674419,0.961089494,0.974183007,0.964705882,0.976461916,1,0.985874044,1,0.986518364,0.974434976,1,0.979166667,0.978873239,0.960146104,0.980413903,0.954545455,0.966183575,0.946808511
2599,53320,Milford,City,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.975824472,0.944969427,0.948311797,0.953177258,0.945083014,0.947327481,0.936053701,0.93933162,0.943872531,0.958504913,0.929839391,0.945496164,0.959305556,0.963369963,0.967741935,0.969603694,0.986505351,0.956655553,0.962881924,0.974224304,0.878787879,0.946107784,0.941438102,0.946457545,0.973322218,1,0.906666667,0.976978455,0.96634834,0.971159506,0.962707269,0.965684792,0.965438408,0.956398006,0.973881323,0.969990906
2600,11926,Hinsdale,City,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.932806612,0.900719424,0.904761905,0.941011236,0.926272649,0.923488236,0.919899875,0.851703407,0.9,0.878070974,0.934032992,0.907791279,0.90075188,0.942670258,0.956790123,0.914198161,0.939713373,0.912948857,0.878358844,0.9125,0.903474903,0.892589259,0.908726775,0.866050808,0.841452613,0.91729202,0.899070266,0.931108719,0.925551436,0.899208471,0.855508804,0.911392405,0.873015873,0.880757488,0.897395172,0.95350206,0.899940764,0.947689556,0.935777496,0.9276511,0.926612305,0.903877838,0.909090909,0.892410342,0.883875612,0.853814745,0.835512669,0.882352941,0.900818852,0.94140102,0.885532897,0.925641026,0.894988067,0.883937346,0.889947132,0.905743741,0.865522175,0.910273082,0.880444856,0.858887999,0.896271511
2601,7798,Wayne,City,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.958263773,0.964172813,0.888765295,0.947012658,0.877192982,0.933946767,0.960485816,0.865384615,0.92817983,0.955315871,0.927752018,0.921348315,0.987714988,0.95890411,0.947474676,0.94020979,1,0.947066819,0.947474356,0.918157695,0.972818312,0.943396226,0.94557256,0.984615385,1,1,1.000953289,0.954049989,0.995925758,0.981818182,0.964905263,0.910091118,0.95885398,0.934572592,0.984700041,0.99219621,0.970513171,0.960960961,0.971663307,0.970461958,0.933343704,0.91753333,0.966469934,0.970588235,0.938477581
2602,39538,Ludington,City,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.869127108,0.942434211,0.934343434,0.955050505,0.895208004,0.943933938,0.919224924,0.942285041,0.888888889,0.922018349,0.899768334,0.901803607,0.891188251,0.93945159,0.936708861,0.943396226,0.972413793,0.937903833,0.964472476,0.943204578,0.931607224,0.87020649,0.902989628,0.963855422,0.924276169,0.953271028,0.963855422,0.955710956,0.9636571,0.957446809,0.976541189,0.954761905,0.958646617,0.961153846,0.900290992,0.938086304,0.920863309
2603,39223,Kensington,City,MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.981159643,1.013561711,0.992280246,1,1,1,0.963224775,0.985714286,0.946325611,0.994065082,0.9643289,0.992716302,0.984111458
2604,397124,Wappinger,City,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.959885057,0.958702065,0.922468391,0.971334526,0.975479744,0.981798785,0.96,0.961501369,0.956521739,0.953038674
2605,34059,South Orange,City,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0.980519481,0.9653442,0.988721805,0.993333333,0.959420084,0.964321735,1,0.999000999,0.983005864,1,0.97623946,0.957446809,0.967416163,0.957343696,1.006993007,0.954820355,0.956670255,0.978350315,0.979020979
2606,130532,North Druid Hills,City,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.970308681,0.915753425,0.99,0.953880348,0.965517241,0.937702608,0.945846337,0.967620953,0.929032258,0.944888295,0.928604478,0.979,0.979984604,0.980828008,0.985855142,0.997652582,0.936713084,0.944444444,0.974683544,0.979955457,0.949152542,0.977283406,0.960642857,0.969230769,0.963636364,0.983935743,0.994114185,1,0.973893412,0.972824833,0.981438127,0.983893755,0.963393133,0.93122113,0.91643454,0.972548589,0.972636886,0.993180268,0.980392157,0.977058824,0.973273942,0.982354858,1,0.966770899,0.95,0.959307144,0.967157282,0.973322916,0.984492794,0.990310408,0.964898387,0.982892752,0.984198289,0.952380952,0.978110048,0.964668913,0.976437444,0.960707146,0.973670353,0.964705882,1
2607,13027,North Ogden,City,UT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.029575516,0.994628989,1.011193416,1.057797025,1.072974427,1.036856661,1.061160979,0.995281368,1.038606375,0.955555556,1.002052208,1.058072865,0.990450629
2608,396869,Palm River-Clair Mel,City,FL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.951812686,0.969604863,0.979071785,0.992857143,1.001846436,0.956083842,0.970593945,0.978571429,0.966080835,1,0.939573497,0.906862409,0.947237619
2609,28890,Morton,City,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.949649084,0.949220962,0.931787176,0.965250965,0.957854406,0.959065316,0.920546474,0.931832395,0.97235387,0.93015093,0.976190476,0.915854284,0.962047661,0.924522583,0.960037879,0.943647883,0.946766702,0.957653939,0.956862745,0.956269463,0.959155576,0.944598798,0.922459514,0.92208391,0.924113938,0.926268989
2610,40493,Rancho Mirage,City,CA,,,,,,,,,,,,,,,,,,,,,,0.891364903,0.853580802,0.911161731,0.884808013,0.941176471,0.897626113,0.861325116,0.882532755,0.925,0.877192982,0.933147632,0.908010013,0.929239957,0.87987988,0.920919193,0.943959934,0.92,0.925212028,0.911672333,0.906426618,0.944055944,0.933333333,0.90777517,0.913206653,0.927527845,0.948366702,0.936454849,0.954304529,0.960128017,0.9,0.902715481,0.870147256,0.901502504,0.947597254,0.925545091,0.939457203,0.910056207,0.86025924,0.933147632,0.926972909,0.917278185,0.913615274,0.915233718,0.9032796,0.928366056,0.935849057,0.913821892,0.898904059,0.889277389,0.923311581,0.930932971,0.900572246,0.916703394,0.947745736,0.888,0.920711974,0.914808462,0.884210526,0.899665552,0.918524385,0.924276169,0.925925926,0.923660097,0.942857143,0.926245059,0.900405507,0.909945115,0.898699814,0.934036939,0.915035324,0.915301318,0.921718377,0.921446975,0.935114504,0.92920354,0.953321364,0.936643836,0.925245842,0.934019098,0.933303103,0.925925926,0.936601138,0.947113199,0.94257193,0.95451021,0.951428571,0.957197554,0.945606695,0.939296448,0.942082234
2611,56048,Harrisburg,City,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.971428571,0.967165341,0.981481481,0.98941142,0.975470322,0.988371826,0.962,0.995121951,0.959575337,0.959885387,0.98405394,0.9875,0.991266376,0.964912281,0.972363514,0.998649257,0.985592869,0.981730072,0.978049458,0.96921893,0.988929889,0.961916972,0.975952655,0.972122945,0.962051282,1
2612,41030,Springfield,City,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.974748198,0.953271028,0.986385107,0.986879297,0.955213904,0.98367823,0.958641243,0.962502406,0.951585568,0.927441353,0.911764706,0.981352305
2613,22193,Lugoff,City,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.945479641,0.890666667,0.957112223,0.941935484,0.952380952,0.93377799,0.940970485,0.941477954,0.931899642,0.962119845,0.955459024,0.970037453,0.918103448,0.952834683,0.957627119,0.966183575,0.929931973,0.976085896,0.93618956,0.946497085,0.937956811,0.962802625,0.936020159,0.96533889,0.949828442,0.985,0.961043673,0.987315011,0.985210961,0.96146721,0.95599393,0.952054795,0.978723404,0.972870831,0.942955422,0.990353509,0.981818182,0.985663082,0.947368421,0.962962963,0.944383965,0.93258427,0.945472736,0.993506494,0.979270908,0.968217054,0.979209226,0.959132611,0.992364402,0.978723404,0.972259811,0.955172414,0.983034842,0.971428571,0.961538462,0.941099222,0.958333333,1
2614,51176,Buckley,City,WA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.944300276,0.998719266,0.984582719,0.986475736,1,0.988306505,0.997972973,0.969308333,0.96573,0.982779614,0.995787105,0.958,1.000047536,1,0.979310345,0.999580597,1,1,0.998955111,0.999095872,0.965683739,1,0.993638163,0.99046857,1,1.015607426,0.999743305,0.995685823,1,1.015660896,1,0.998978182,1,1,0.98591707,0.969052829,1,0.980239508,0.999779979,1.00334162,1,0.995257243,1,0.981688136,0.96470173,0.988950143,0.983330555,0.970416726,0.979318549,0.986085748
2615,24198,Coolidge,City,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.969355847,0.989583333,0.983419097,0.97832129,1.000333556,1,1,0.972972973,0.976475346,0.973630832,0.931510417,0.988615938,0.977416859
2616,32942,Moraga,City,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.030188679,1.089213508,1.0500021,1.026293469,1.049382716,1.010587103,1.015625,1.019047619,1.052971138,1.016949153,1.016949153,1.041375291,1.04008016,1.000888889,1.021481481,1,0.994093515,1.013333333,1,1.007094872,0.966555184,1,0.963687151,1.028335603,1.010093858,1.047408447,1.052631579,1.003891051,1,1.021029717,0.974903475,1.003205636,0.988675958,0.977596302,0.965595463,1.040990551,1.053511706,1.03645461,1.024705882,1.032258065,1.025157233,1.014285714,1.006153846,1.01754386,0.996422182,0.94123493,1.012987013,1.009473684,1
2617,43964,Astoria,City,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.938310337,0.931954157,0.908119658,0.958222991,0.950570342,0.99962963,0.998181818,0.997297297,0.977342618,0.978964014,0.94454343,0.977377432,0.967741935,0.926432302,0.897264438,0.952380952,0.993736952,0.963934426,0.977420821,1,0.98820059,0.958083832,0.965635063,0.932420091,0.966706883,0.96294924,0.969230769,0.933710145
2618,39761,Mesquite,City,NV,,,,,,,,,,,0.940228341,0.903614458,0.888461538,0.898255644,0.888289979,0.89436669,0.889547813,0.92339412,0.957142857,0.885167498,0.907350579,0.905503057,0.917442706,0.947337452,0.886287625,0.938605117,0.883333333,0.928924316,0.897435897,0.945494994,0.921639967,0.918705524,0.925254771,0.910758637,0.932648747,0.956499931,0.938803376,0.941438102,0.953968254,0.925170068,0.938903197,0.934072052,0.943986707,0.95465995,0.973190349,0.935483871,0.955682902,0.946727064,0.958523062,0.936454849,0.934461517,0.942947345,0.939622642,0.965353525,0.909770115,0.960080849,0.959036145,0.943708609,0.972762646,0.962355796,0.952662722,0.943396226,0.959742246,0.959183673,0.952380952,0.964010283,0.96969697,0.936363636,0.938083156,0.943303571,0.962101637,0.955124318,0.959511515,0.948205128,0.957424162,0.953175265,0.951870018,0.957746479,0.954313804,0.961538462,0.951604133,0.95959596,0.963557312,0.968958085,0.963356911,0.977843137,0.96502819,0.959124038,0.965831435,0.973638521,0.977706156,0.976733364,0.974576271,0.967812092,0.978548424,0.96969697,0.976,0.982685762,0.968409303,0.978569605,0.980392157,0.983196721,0.986754024,0.971159506,0.985663082,0.979126431,0.975718201,0.969865789,0.962318841,0.959885387,0.969439961
2619,26832,Roosevelt,City,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.95961667,0.985997852,1.005500874,1.007649309,1.004786325,1.002710027,1,0.977443609,1,1,1
2620,11052,Dayton,City,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.971159506,1,1.000581002,1.015468598,0.992,1,1.04561339,0.963333333,0.96864651,0.991810737,1,1,1,1,0.996415771,0.989037064,0.973684211,0.974818746,0.980361956,0.941053025,0.971294773,0.970588235,0.98287373,0.999417644,1,1,0.993617021,0.979291767,0.968305721,0.990547135,1,0.977178063,0.972868217,0.977998066,0.99826087,0.974822466,0.995359873,0.985236704,1,1,0.982300885,0.963081862,0.97826087,0.983028692,0.976366762,0.995555556,0.994235431,0.983743226,0.987047789,0.988372093,0.997614678,0.999920622,0.982441714,0.986262329,0.981404959,0.993308799,0.965868006,0.976396947,1,0.987984713,0.985130112,0.994284081,0.998547919,0.986068111,0.982800983,0.972202797,0.955102471,0.969230769,0.965564694,0.980392157,0.982142857
2621,397912,Butler,City,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.986381323,0.993071594,0.92152344,0.963211165,0.950545965,0.968232207,0.973013966,0.976205003,0.973154362,0.960349218,0.94995122,0.95,0.935462951,0.898508549,0.95684803,0.936525699,0.93487395,0.96048024,0.945558739,0.954524784,0.96993988,0.96969697,0.91828244,0.95133953,0.914285714,0.9439751,0.926898886,0.932970376,0.939264023,1,0.978723404,0.975216007,0.967069612,0.989699238,0.97627907,0.973499189,0.958440937,0.911416693,0.930555556,0.916666667
2622,395478,Amesbury,City,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.982240437,0.971983991,0.969783585,0.985714286,0.972602168,1,0.976470588,0.961913349,0.970742532,0.922838771,0.971787571,0.965683739,0.982209044,0.958477509,0.991111111,0.982464213,0.990462612,0.980623551,0.981556736,0.977870748,0.962740685,0.94037615,0.995,0.967871486,0.991425509,0.984607491,1,1,1,0.982967033,1.000158781,0.991711918,0.985303324,0.976516131,0.957518209,0.964513194,0.996230189,1.006712293,1.00289144,1,1,0.99047619,0.986072423,0.989821429,1,0.968253968,0.959064156,0.955663693
2623,172302,Concord,City,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.985220778,0.950704225,0.974379423,0.975700677,0.972762646,0.996773037,0.978947368,0.958441558,0.988390713,0.963636364,0.987654321,0.981633946,0.97326397,0.959016393,0.98779565,0.962757396,0.991437584,0.980952381,0.966593407,0.978165939,0.951904762,0.961189645,0.954030041,0.954738777,0.97979798,0.969125214,0.96,1,0.992424242,1,0.963676798,0.965200833,0.969854242,0.952855334,0.952596475,0.977834477,0.963804502,0.978832079
2624,46125,Lake Zurich,City,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.943396226,0.969230769,0.960862572,0.96107693,0.95890411,0.950980392,0.966587112,0.968571429,0.9375,0.927423625,0.9,0.912151569,0.966480447
2625,398403,Webster,City,MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.988858572,1.009459339,0.981762918,0.991807818,0.983668819,0.949512377,0.93216203,0.961523663,0.930232558,0.892010311,0.959183673
2626,29899,Denville,City,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.962210225,0.947195839,0.944784757,0.961175419,0.99897704,0.963141322,0.953846154,0.972477064,0.938502674,0.945762076,0.954545455,0.970873786,0.92331367,0.908578168,0.934718101,0.981595092,0.948169444,0.981093424,0.981231912,0.984615385,0.923809524,0.975292588,0.959016393,0.964705882,0.973333333,0.968067227,0.962616822,0.963626374,0.958702065,0.973463128,0.966631148,0.928773847,0.972727273,0.93015093,0.933333333,0.955017301,0.946325952,0.952278466,0.979933665,0.972264957,0.974360963,0.981538462,0.970194039,0.980483356,0.971567367,0.96967215,0.970064453,0.921683363,0.957279611,0.949636114,0.960004872,1,1,0.981478478,0.957142857,0.957142857,0.957983193,0.966666667,1,0.960210003,0.961124402,0.942583047
2627,52698,Johnston,City,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.945,0.971649485,0.964912281,0.97777176,1,0.97914006,0.980952381,0.978248375,0.98028008,0.952281289,0.974872034,0.942028986,0.98170906,0.948691637,0.980113636,0.965578301,0.972645714,0.984615385,0.984848485,0.977573318,0.972762646,0.977001248,0.96794106,0.975536881,0.955823293,0.952861953,0.969620253,0.984222114,0.983702223,0.988790785,0.983171494,0.981818182,0.977422121,0.961653906,0.946517891,0.955113542,0.947469038,0.98125,0.972278998,0.977419355,0.992755274,0.981308411,0.976470588,0.971993464,0.971428571,0.966101695,0.966807721,0.958016878,0.972,0.980805508,0.98354189,0.977846025,0.974684355,0.981818182,0.978174603,0.969843938,0.952380952,0.970731707,0.965340777,0.954709417,0.965384615,0.956514176
2628,395464,Lowell,City,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.033333333,0.967311541,1,1,0.959493671,0.93779306,0.954263758,0.936104936,0.981042228,0.969767442,0.958715596,0.974359104
2629,396690,Setauket,City,NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.950206567,0.96,0.94401749,0.957356077,0.956283283,0.905770774,0.931458699,0.910290237,0.862068966,0.947176685,0.926335939,0.936671695,0.958562092,0.95599393,0.965391621,0.948926524,0.962278676,0.926829268,0.916798887,0.957721445,0.965330007,0.962343096,0.974058097,0.976530612,0.947906553,0.987176067,0.989233222,0.936548451,0.948453608,0.914149444,0.917513741,0.93544137,0.967523681
